Country_Name,Country_code,Year,log_gdp_per_capita,annual_inflation,change_in_volume_of_imports,change_in_volume_of_exports,unemployment_rate,gov_revenue_per_GDP,log_gov_expenditure_per_GDP,gov_lending_minus_borrowing_per_GDP,gov_net_debt_per_GDP,exports_minus_imports_per_GDP,log10_share_world_GDP,
Afghanistan,AFG,2021,2.7052563013325353,2.302,-7.862,-5.116,9.2,26.941,1.4471425205480282,-1.019,50.255,11.705,-1.3883150160286442,
Albania,ALB,2021,3.726171967671708,1.411,4.721,1.699,11.5,27.425,1.4680961351210635,0.137,59.591,-7.632,-1.513430223375619,
Algeria,DZA,2021,3.5908429489271256,1.952,-0.027,-3.636,11.383,32.603,1.5825292405288394,-6.253,30.526,-10.11,-0.49141660880095855,
American Samoa,ASM,2021,3.6343613756603856,1.828,2.258,-1.711,4.5,41.681,1.5856750037868879,-1.248,18.325499999999998,2.282,-2.763526750753288,
Andorra,ADO,2021,4.28963665989092,1.628,2.8045,3.3245,5.5794999999999995,41.232,1.6139580408572138,1.069,41.657,-0.371,-0.7774190218032404,
Angola,AGO,2021,3.4724580435421855,17.079,-11.289,0.227,9.2,20.015,1.2838211659430592,6.014,50.255,5.739,-0.8496363324806353,
Antigua and Barbuda,ATG,2021,4.235413798232445,1.475,-1.191,8.048,7.3835,18.923,1.3611042704003045,-1.246,43.678,-6.507,-2.5158787875493105,
Argentina,ARG,2021,3.9952099042543523,53.548,-21.107,12.155,9.825,33.859,1.5835048267045164,-0.409,43.678,-0.899,-0.06253336431816743,
Armenia,ARM,2021,3.663207942844398,1.443,9.479,13.853,18.9,23.831,1.3945392313722045,1.425,41.657,-8.18,-1.5638112151850132,
Aruba,ABW,2021,4.41068547370433,4.257,-0.171,1.438,7.544,27.461,1.4325042988610275,4.827,43.678,2.093,-2.272840738863016,
Australia,AUS,2021,4.735185404655059,1.61,-0.932,3.461,5.158,34.557,1.5849076390356158,-3.11,27.63,0.596,0.48776249861796844,
Austria,AUT,2021,4.702260576860328,1.49,2.587,2.802,4.5,48.945,1.683137131483007,1.779,47.793,2.624,0.00794119039673966,
Azerbaijan,AZE,2021,3.6824763140047665,2.712,-0.544,2.368,4.848,41.521,1.5240454289496974,8.886,41.657,9.084,-1.0292186462955535,
Bahamas The,BHS,2021,4.552230416457746,1.335,-5.352,3.245,10.653,18.114,1.2955890889998196,0.815,54.9555,0.616,-1.5935833423343562,
Bahrain,BHR,2021,4.414932923295401,1,-7.97,1.319,4,22.493,1.5199067107167379,-6.171,50.255,-2.059,-1.1191000264444397,
Bangladesh,BGD,2021,3.259125410037467,5.475,4.17,13.946,3.7915,9.745,1.179178229209794,-3.308,28.924500000000002,-1.686,-0.15319373983097156,
Barbados,BRB,2021,4.258624833089704,4.1,6.204,7.81,10.357,31.16,1.437163710446504,6.261,121.068,-3.102,-1.9799158749702288,
Belarus,BLR,2021,3.8233477045412108,5.6,4.923,-0.011,0.295,39.225,1.5865760533736313,2.4,41.657,-1.848,-0.8974957712506845,
Belgium,BEL,2021,4.664986548321172,1.249,-1.119,-0.671,5.358,50.365,1.718277425409748,-0.205,85.821,-1.229,0.07839631390631822,
Belize,BLZ,2021,3.653018485570568,0.187,6.476,5.246,9,31.696,1.552290933824766,-0.489,43.678,-9.64,-2.4544612355316207,
Benin,BEN,2021,3.085722160201516,-0.933,-7.226,-4.384,9.2,14.062,1.1643826009631688,1.057,50.255,-4.332,-1.4398398653772657,
Bermuda,BMU,2021,4.66531564327827,1.812,0.544,1.29,5.667,29.386,1.553105939463782,-0.185,54.9555,-2.04,0.5636597859119781,
Bhutan,BTN,2021,3.5259228789552197,2.6,-7.885,-16.79,3.7915,23.828,1.3974707171685303,-0.233,28.924500000000002,-22.492,-2.2626490946396043,
Bolivia,BOL,2021,3.552232486607586,1.839,-0.117,2.926,4,28.845,1.5571100198445573,-5.848,48.018,-3.306,-1.0487426710734278,
Bosnia and Herzegovina,BIH,2021,3.77924718382764,0.617,1.266,-1.015,15.7,42.625,1.6139580408572138,2.288,21.027,-3.562,-1.3536547110595782,
Botswana,BWA,2021,3.8905702294935542,2.845,6.661,-16.62,9.2,26.98,1.5220528008688226,-11.089,3.887,-7.598,-1.4434555782710692,
Brazil,BRA,2021,3.942076542065608,3.733,3.508,-1.592,11.925,31.844,1.578157666893844,-0.953,55.695,-2.769,0.473222913806379,
Brunei Darussalam,BRN,2021,4.467076713190562,-0.418,13.766,14.881,6.822,22.784,1.475627611441081,-7.113,28.924500000000002,6.643,-1.5988156548413839,
Bulgaria,BGR,2021,3.989990124661644,2.457,2.418,1.938,4.2,35.405,1.5607671824152471,-0.826,8.138,4.042,-0.7906717389241172,
Burkina Faso,BFA,2021,2.889130752972769,-3.233,-0.343,-2.922,9.2,20.399,1.3778160291720605,-2.199,50.255,-4.772,-1.4198216332785984,
Burundi,BDI,2021,2.431083795270982,-0.709,21.339,5.098,9.2,21.784,1.4777432977859462,-7.758,50.255,-17.874,-2.168588662728713,
Cambodia,KHM,2021,3.209640995284885,2.014,17.773,13.833,3.7915,26.234,1.362105319293773,3.551,28.924500000000002,-15.832,-1.227044368092267,
Cameroon,CMR,2021,3.182888066349008,2.452,22.781,-2.231,9.2,15.743,1.2799861608815726,-2.294,40.402,-4.356,-1.0351631885363202,
Canada,CAN,2021,4.66531564327827,1.949,0.544,1.29,5.667,40.816,1.614496468322216,-0.185,25.861,-2.04,0.5636597859119781,
Cape Verde,CPV,2021,3.5565051242503722,1.107,-4.448,10.03,8.5,29.402,1.4946693175865642,0.656,115.743,0.297,-2.3664247442359096,
Cayman Islands,CYM,2021,3.9193600306310223,2.136,-0.171,1.438,7.3835,25.807,1.4325042988610275,-0.474,43.678,-2.0345,-1.2638065525390085,
Central African Republic,CAF,2021,2.6811172647994495,2.685,9.353,-1.781,9.2,18.347,1.2284516907143999,1.771,50.255,-4.929,-2.273178974457919,
Chad,TCD,2021,2.8361195819568272,-0.972,3.995,9.571,9.2,14.249,1.1589953768483092,0.823,50.255,-4.878,-1.6029533660555173,
Chile,CHL,2021,4.169442532949638,2.253,-2.315,-2.293,7.223,23.202,1.4124437465447621,-2.301,7.874,-3.845,-0.23518786336416722,
China,CHN,2021,4.012271007997715,2.903,-0.936,2.599,3.62,27.66,1.5311211154127278,-5.464,28.924500000000002,0.981,1.5346898127290316,
Colombia,COL,2021,3.8077500926370793,3.521,8.101,2.571,10.517,29.351,1.5032185079300333,-0.04,43.787,-4.247,-0.23482528499840916,
Comoros,COM,2021,3.134311010340543,3.701,1.006,0.497,9.2,16.137,1.2634230108673854,-2.059,50.255,-3.806,-2.562689432871371,
Congo Dem.Rep.,ZAR,2021,3.299373263414817,2.518,1.566,1.749,9.2,21.68,1.4201373545938254,-1.404,50.255,-4.264,-1.4416439590138743,
Congo Rep.,COG,2021,3.4386689006867375,2.207,-10.777,-3.724,9.2,27.251,1.3310019048442048,8.197,50.255,3.527,-1.6452181905469851,
Costa Rica,CRI,2021,4.087917645690805,2.097,-0.171,2.688,12.417,14.228,1.3270113597524094,-2.775,43.678,-2.373,-0.8959527807598076,
Cote d'Ivoire,CIV,2021,3.3482191642022396,0.806,-2.104,10.346,9.2,15.029,1.2384726569483564,-0.77,50.255,-2.674,-0.8307108102046075,
Croatia,HRV,2021,4.171814765841006,0.772,4.784,4.585,7.758,47.517,1.673242147318043,2.403,41.657,2.777,-0.8641216171854774,
Cuba,CUB,2021,3.9193600306310223,2.136,-0.171,1.438,7.3835,25.807,1.4325042988610275,-0.474,43.678,-2.0345,-1.2638065525390085,
Curacao,CUW,2021,3.9193600306310223,2.136,-0.171,1.438,7.3835,25.807,1.4325042988610275,-0.474,43.678,-2.0345,-1.2638065525390085,
Cyprus,CYP,2021,4.447917537281141,0.556,1.527,1.963,7.075,41.232,1.5965641099827943,4.13,49.403,-6.715,-1.2577395336654207,
Czech Republic,CZE,2021,4.371779152813294,2.856,1.372,1.303,2.001,41.422,1.6144226060244975,0.772,18.281,-0.371,-0.23717345806199341,
Denmark,DNK,2021,4.77648558097777,0.729,0.544,1.846,5.042,53.499,1.696286476550003,3.504,10.425,7.81,-0.11370880319601276,
Djibouti,DJI,2021,3.491784574766134,3.319,10.067,9.23,9.2,21.68,1.3527033590475481,0.349,38.281,13.007,-2.1106632080548997,
Dominica,DMA,2021,3.9193600306310223,1.607,-1.468,40.508,7.3835,36.88,1.6600492239566549,-6.4,43.678,-27.153,-2.9236929507313887,
Dominican Republic,DOM,2021,3.9342767024580376,1.811,5.658,-0.757,6.167,14.396,1.21987256332354,0.55,43.569,-1.353,-0.7699471159970938,
Ecuador,ECU,2021,3.793906972221132,0.266,0.441,5.896,3.84,33.429,1.5634573528070717,-0.457,43.678,-0.104,-0.6858874551817364,
Egypt Arab Rep.,EGY,2021,3.483393283033036,13.875,3.117,9.779,8.612,20.12,1.4397904357896343,1.241,74.361,-3.603,-0.1086986702269511,
El Salvador,SLV,2021,3.621898811891408,0.074,0.923,2.679,6.733,22.182,1.4020205187339458,0.613,43.678,-2.064,-1.2639059069029384,
Equatorial Guinea,GNQ,2021,3.9390172776239756,1.213,-21.59,-6.599,9.2,17.906,1.208253193072685,2.582,29.83,-5.882,-1.617436091423617,
Eritrea,ERI,2021,2.7533769690570913,-16.365,3.597,-14.113,9.2,31.736,1.5230046724215365,0.155,50.255,12.106,-2.325241812514219,
Estonia,EST,2021,4.375802931568481,2.268,3.73,6.231,4.448,38.59,1.590897538556694,-0.405,-2.062,2.643,-1.1388719552421036,
Ethiopia,ETH,2021,2.982617173637427,15.81,-6.125,0.531,9.2,12.793,1.1853154580036565,-2.027,53.813,-5.317,-0.7211173047170332,
Fiji,FJI,2021,3.781253312921504,1.773,2.258,-1.711,4.5,25.924,1.4921315335815695,-1.759,48.506,-12.889,-2.042819630142542,
Finland,FIN,2021,4.688504803693855,1.137,2.445,7.498,6.833,52.292,1.7259034687882122,-0.759,24.462,-0.459,-0.20076393570408543,
France,FRA,2021,4.6221785731393705,1.3,2.538,1.902,8.467,52.565,1.7447856864585214,-1.637,89.394,-0.667,0.7824313267846189,
French Polynesia,PYF,2021,3.6343613756603856,1.828,2.258,-1.711,4.5,41.681,1.5856750037868879,-1.248,18.325499999999998,2.282,-2.763526750753288,
Gabon,GAB,2021,3.9090926059415403,2.022,7.619,20.347,9.2,19.534,1.2407239293188457,4.402,50.255,-0.279,-1.462026088496533,
Gambia The,GMB,2021,2.888856532724081,7.116,10.315,19.866,9.2,21.044,1.372451701409366,0.579,50.255,-5.3,-2.378329792652234,
Georgia,GEO,2021,3.6780711077307457,4.853,12.607,8.432,11.6,26.697,1.4550429140790762,-0.595,41.657,-5.057,-1.44021251175362,
Germany,DEU,2021,4.667197157511524,1.346,2.57,0.978,3.133,46.696,1.654888547524308,2.093,41.149,7.074,0.9527270751427483,
Ghana,GHA,2021,3.3465133599106247,7.176,3.069,5.718,9.2,13.738,1.3238500038468026,-1.688,58,-2.739,-0.8255981897659512,
Greece,GRC,2021,4.291580395363795,0.517,1.155,4.298,17.325,46.764,1.6646231745222515,3.503,41.657,-2.096,-0.342136931983279,
Greenland,GRL,2021,4.66531564327827,1.812,0.544,1.29,5.667,29.386,1.553105939463782,-0.185,54.9555,-2.04,0.5636597859119781,
Grenada,GRD,2021,4.048964351643694,0.599,2.803,0.781,7.3835,26.519,1.3337897383311974,6.797,43.678,-15.826,-2.6329992305343892,
Guam,GUM,2021,3.6343613756603856,1.828,2.258,-1.711,4.5,41.681,1.5856750037868879,-1.248,18.325499999999998,2.282,-2.763526750753288,
Guatemala,GTM,2021,3.638922337052072,3.7,5.574,-0.197,7.3835,11.273,1.131040931600099,-0.608,43.678,2.417,-0.7773379911699577,
Guinea,GIN,2021,3.005395031886706,9.471,-3.366,18.16,9.2,14.129,1.1641743419166486,-0.009,50.255,-13.698,-1.4986804913723615,
Guinea-Bissau,GNB,2021,2.908784096517931,0.247,19.198,14.609,9.2,15.426,1.301745991025256,-3.512,50.255,-8.53,-2.488090501246895,
Guyana,GUY,2021,3.819173969672173,2.092,24.427,8.923,7.3835,25.768,1.452660283197845,-1.8,39.792,-33.901,-1.7891760013498172,
Haiti,HTI,2021,2.888102516405859,17.308,-6.711,-11.335,7.3835,12.153,1.1592964266883854,-1.814,43.678,-1.412,-1.7768089627614936,
Honduras,HND,2021,3.406654274192049,4.365,-2.113,3.346,4.109,25.807,1.4102540784463968,0.837,43.678,-1.375,-1.2638065525390085,
Hong Kong SARChina,HKG,2021,4.686873725884064,2.865,-6.751,-5.55,2.955,19.41,1.3205616801952367,-2.737,28.924500000000002,6.18,-0.12069051522439506,
Hungary,HUN,2021,4.216683315207804,3.371,6.93,6.043,3.418,44.003,1.6632390653638451,0.167,59.332,-0.846,-0.4477055687618639,
Iceland,ISL,2021,4.83159580732963,3.013,-10.16,-4.927,3.55,40.851,1.6216331934236015,0.878,27.723,6.184,-1.3485534027824704,
India,IND,2021,3.3217599405801956,4.762,-4.347,-2.121,3.7915,19.302,1.4396484295634737,-3.335,28.924500000000002,-0.856,0.7697750805599193,
Indonesia,IDN,2021,3.6229048203399947,2.82,-9.118,-6.254,5.28,14.153,1.2143669215966044,-0.489,26.962,-2.715,0.3845329940459102,
Iran Islamic Rep.,IRN,2021,3.8457031488568214,41.019,-30.388,-37.744,10.65,11.523,1.2310616106149541,-4.923,40.993,1.122,0.131447542658391,
Iraq,IRQ,2021,3.7696490444067186,-0.199,1.566,1.749,9.2,36.492,1.5518767631329724,1.862,50.255,1.122,-0.3897531334025604,
Ireland,IRL,2021,4.905819617554192,0.877,32.123,10.591,4.958,24.572,1.3837435758353132,1.589,49.589,-11.353,-0.022199505796977857,
Isle of Man,IMY,2021,4.28963665989092,1.628,2.8045,3.3245,5.5794999999999995,41.232,1.6139580408572138,1.069,41.657,-0.371,-0.7774190218032404,
Israel,ISR,2021,4.639516470490359,0.842,4.108,4.02,3.8,35.269,1.5930533469209867,-1.766,57.2,3.398,-0.07139896160381425,
Italy,ITA,2021,4.520602341554592,0.634,-0.391,1.172,9.9,47.069,1.6876002973649102,1.574,123.041,2.959,0.6420170936182983,
Jamaica,JAM,2021,3.765377189217407,3.91,10.56,6.965,7.7,30.504,1.471188994136752,7.084,43.678,-2.005,-1.495874467337051,
Japan,JPN,2021,4.604829972129664,0.477,-0.702,-1.611,2.358,34.385,1.5761800437877167,-3.05,154.874,3.628,1.0252360439620427,
Jordan,JOR,2021,3.6459809902499734,0.677,1.566,12.426,19.075,24.297,1.4810411147216986,-2.408,77.287,-2.255,-1.0307165315310387,
Kazakhstan,KAZ,2021,3.989012187946566,5.244,9.109,2.423,4.779,19.679,1.3063821321501978,-0.765,-13.908,-3.576,-0.425608237861771,
Kenya,KEN,2021,3.301988727460134,5.204,-2.023,-0.218,9.2,17.68,1.4050730255859902,-3.924,57.209,-5.82,-0.658607929018471,
Kiribati,KIR,2021,3.223334965179755,-1.881,-7.156,-8.162,4.5,126.169,2.0458977450284523,15.266,18.325499999999998,32.047,-3.342160728289244,
Korea Dem.Rep.,PRK,2021,3.6229048203399947,2.82,-1.703,1.718,3.7915,20.177,1.3543965920819374,-1.883,28.924500000000002,-1.686,-0.5564701876036697,
Korea Rep.,KOR,2021,4.503057890970744,0.383,-0.635,1.718,3.783,22.988,1.3543965920819374,-0.067,11.48,3.642,0.5411791474594772,
Kosovo,KSV,2021,4.28963665989092,1.628,2.8045,3.3245,5.5794999999999995,41.232,1.6139580408572138,1.069,41.657,-0.371,-0.7774190218032404,
Kuwait,KWT,2021,4.454841659932117,1.1,-0.489,-1.999,9.2,58.125,1.7221730627356462,-7.8,50.255,9.445,-0.6176604170907447,
Kyrgyz Republic,KGZ,2021,3.1217141012987777,1.136,-3.203,16.853,6.605,34.045,1.53382287980914,0.786,28.924500000000002,-5.625,-1.7556967414239264,
Lao PDR,LAO,2021,3.425004070823083,3.324,-3.883,13.966,3.7915,15.365,1.3092041796704075,-3.691,28.924500000000002,-6.438,-1.397745666395599,
Latvia,LVA,2021,4.249727262782256,2.747,2.306,1.929,6.311,37.453,1.5779166949841021,0.48,28.305,-0.535,-1.1014633441373236,
Lebanon,LBN,2021,3.8842894305520295,2.895,-3.673,-3.217,9.2,21.059,1.4990957098297226,-0.308,169.211,-27.448,-1.4416439590138743,
Lesotho,LSO,2021,3.0738649229029993,5.189,7.2,2.296,9.2,46.342,1.7154935837479877,-4.284,-1.778,-8.363,-2.355245908743032,
Liberia,LBR,2021,2.841245562728972,26.969,-9.434,-1.561,9.2,28.093,1.5137501500818236,-3.509,52.946,-21.547,-2.189844454102525,
Libya,LBY,2021,3.7821471396960096,4.563,6.033,-12.937,9.2,103.953,2.0075813661143624,2.193,50.255,-0.298,-1.1807653740904167,
Liechtenstein,LIE,2021,4.28963665989092,1.628,2.8045,3.3245,5.5794999999999995,41.232,1.6139580408572138,1.069,41.657,-0.371,-0.7774190218032404,
Lithuania,LTU,2021,4.28963665989092,2.242,6.034,9.559,6.254,34.372,1.532818053867167,1.069,31.485,4.265,-0.8856005908680332,
Luxembourg,LUX,2021,5.06385393744899,1.654,0.912,0.836,5.401,44.778,1.6297458941672816,1.987,-7.941,4.481,-0.7774190218032404,
Macao SAR China,MAC,2021,4.899007436097297,2.752,-1.703,1.718,1.725,34.22,1.2763468962530333,-1.883,28.924500000000002,34.802,-1.1637751675182637,
Macedonia FYR,MKD,2021,3.785972257854626,0.766,8.958,8.315,17.25,29.233,1.4939736002746673,-0.791,39.558,-2.765,-1.523940862315373,
Madagascar,MDG,2021,2.7204040937699054,5.623,1.836,14.754,9.2,13.921,1.1858253596129622,-0.722,50.255,-2.285,-1.4873695883232971,
Malawi,MWI,2021,2.5771699810141233,9.378,3.571,19.792,9.2,23.171,1.470307565396138,-1.683,50.255,-17.147,-1.751553996351971,
Malaysia,MYS,2021,4.048947279770665,0.663,-2.289,-0.265,3.275,20.177,1.3778888057925747,-1.695,28.924500000000002,3.366,-0.10252305716907703,
Maldives,MDV,2021,4.190463647608006,1.309,1.204,-0.952,3.7915,27.159,1.5256925245050108,-5.171,28.924500000000002,-25.995,-1.9457304814809397,
Mali,MLI,2021,2.9577279342581067,-2.894,7.76,-6.374,9.2,21.412,1.3634615488265933,-0.654,34.313,-4.197,-1.3793871795556933,
Malta,MLT,2021,4.482505134209815,1.523,7.865,6.129,3.633,37.679,1.5699354368759955,1.884,31.074,9.609,-1.469405951405754,
Marshall Islands,MHL,2021,3.6360543885717465,1.2,2.258,22.333,4.5,66.207,1.8192411399164716,0.497,18.325499999999998,8.035,-3.3246699961289083,
Mauritania,MRT,2021,3.2724426998369633,2.306,1.003,12.134,9.2,21.269,1.2675237163854614,3.7,57.126,-10.597,-1.804427862637856,
Mauritius,MUS,2021,4.0449483850136225,0.454,1.384,-6.126,6.7,21.749,1.5055840557992246,-7.385,50.255,-5.423,-1.596245012454614,
Mexico,MEX,2021,3.9939843741137326,3.635,-0.936,1.438,3.493,24.083,1.4221135946968322,1.262,44.93,-0.346,0.35662282652598315,
Micronesia Fed.Sts.,FSM,2021,3.606905641866492,1.863,2.258,-1.711,4.5,80.191,1.804854713005252,16.607,18.325499999999998,15.965,-3.069820986409627,
Moldova,MDA,2021,3.649158573384505,4.849,4.959,10.807,5.12,29.962,1.4969296480732148,-0.658,41.657,-8.853,-1.6139737794150455,
Monaco,MCO,2021,4.28963665989092,1.628,2.8045,3.3245,5.5794999999999995,41.232,1.6139580408572138,1.069,41.657,-0.371,-0.7774190218032404,
Mongolia,MNG,2021,3.6234374439097414,7.26,9.305,12.79,10,32.631,1.5011277575229802,3.359,28.924500000000002,-15.605,-1.5326778840157718,
Montenegro,MNE,2021,3.945748668901588,0.366,2.112,7.322,5.5794999999999995,42.581,1.6530387612297561,-0.172,41.657,-15.151,-1.9262730758083046,
Morocco,MAR,2021,3.5226737098927203,0.24,2.899,4.581,9.2,25.89,1.4773672852240132,-1.551,65.494,-4.15,-0.5899683993984922,
Mozambique,MOZ,2021,2.688141179000398,2.785,-6.607,-2.128,9.2,29.867,1.4773528166989705,3.109,50.255,-20.352,-1.532094010221395,
Myanmar,MMR,2021,3.1136826974134046,8.627,-10.287,-3.607,3.7915,16.388,1.3075816047506295,-2.44,28.924500000000002,-2.559,-0.7951450874989695,
Namibia,NAM,2021,3.7052109252951073,3.721,-8.475,-8.772,9.2,32.582,1.5850883174674697,-1.886,50.255,-2.278,-1.6223982220620121,
Nepal,NPL,2021,3.032844309794716,4.639,-1.703,1.718,3.7915,26.013,1.4853522612411383,-4.001,28.924500000000002,-7.718,-1.1505387483188105,
Netherlands,NLD,2021,4.721366946806435,2.673,3.25,2.706,3.39,43.932,1.626021973411722,2.294,41.657,9.947,0.3198679253078373,
New Caledonia,NCL,2021,3.6343613756603856,1.828,2.258,-1.711,4.5,41.681,1.5856750037868879,-1.248,18.325499999999998,2.282,-2.763526750753288,
New Zealand,NZL,2021,4.619788480339837,1.62,2.162,2.259,4.075,37.028,1.6017776081302406,-2.22,9.021,-3.393,-0.35698041452338686,
Nicaragua,NIC,2021,3.283366820312512,5.376,-7.394,-0.858,6.127,27.115,1.4403579968152878,0.805,43.678,6.03,-1.6046558446233345,
Niger,NER,2021,2.743443910030872,-2.52,7.876,2.391,9.2,18.01,1.333850145102545,-2.572,37.858,-12.586,-1.5285157741149413,
Nigeria,NGA,2021,3.348275649432317,11.397,44.916,17.198,9.2,7.863,1.1010593549081156,-3.08,25.422,-3.797,-0.013400503122796493,
Northern Mariana Islands,MNP,2021,3.6343613756603856,1.828,2.258,-1.711,4.5,41.681,1.5856750037868879,-1.248,18.325499999999998,2.282,-2.763526750753288,
Norway,NOR,2021,4.8767628499093725,2.168,5.203,1.452,3.728,58.582,1.7058979073535723,5.66,-105.476,4.097,-0.06536539117334235,
Oman,OMN,2021,4.260031058767869,0.134,-10.268,-1.656,9.2,37.122,1.6452650302156206,-5.563,41.5,-4.554,-0.867671710039308,
Pakistan,PAK,2021,3.1299089172626777,6.738,-10.961,-5.394,4.08,12.993,1.341968408179938,-3.477,77.162,-4.865,-0.5564701876036697,
Palau,PLW,2021,4.20585423616987,0.609,6.286,-12.256,4.5,43.459,1.634608244104511,-1.248,18.325499999999998,-26.619,-3.311536980857626,
Panama,PAN,2021,4.19959173772112,-0.355,-8.065,-1.362,7.07,18.391,1.3331247087168834,-1.488,28.259,-5.24,-0.8846521149644543,
Papua New Guinea,PNG,2021,3.460044947094604,3.682,36.441,10.639,4.5,16.278,1.3271954045032335,-2.431,18.325499999999998,22.155,-1.3158644532864519,
Paraguay,PRY,2021,3.718783100215827,2.757,-4.511,-4.139,6.086,19.425,1.366982975977851,-2.581,22.965,-1.001,-1.0995535048435308,
Peru,PER,2021,3.8424756860041027,2.136,-0.233,0.591,6.6,19.931,1.3282980381306,-0.182,11.204,-1.361,-0.35887229330342857,
Philippines,PHL,2021,3.545547087561085,2.48,-1.855,8.138,5.075,19.904,1.3361393986085568,-0.18,28.924500000000002,-0.123,-0.08235964627267989,
Poland,POL,2021,4.193142971963103,2.308,2.668,4.672,3.279,41.286,1.6235283900067157,0.64,39.468,0.411,0.120099799908411,
Portugal,PRT,2021,4.364221819870332,0.3,5.358,3.847,6.463,42.864,1.6301531757312815,3.056,111.372,-0.085,-0.27257878734299645,
PuertoRico,PRI,2021,4.513153250443529,0.105,-0.171,1.438,8.3,21.772,1.3866594554141942,-0.409,43.678,-2.0345,-0.7007273679124933,
Qatar,QAT,2021,4.798780776201434,-0.552,2.08,0.314,9.2,37.49,1.5127244092216823,6.452,50.255,2.405,-0.4906761997930234,
Romania,ROM,2021,4.28963665989092,1.628,2.8045,3.3245,5.5794999999999995,41.232,1.6139580408572138,1.069,41.657,-0.371,-0.7774190218032404,
Russian Federation,RUS,2021,4.064511149608056,4.47,2.941,-3.193,4.6,35.54,1.526571872851212,2.191,41.657,3.838,0.5172106486137453,
Rwanda,RWA,2021,2.9118806530290313,2.426,14.127,10.5,9.2,23.644,1.4599500774338405,-3.881,50.255,-9.233,-1.6564394342901099,
Samoa,WSM,2021,3.626400938504181,2.188,2.258,-1.711,4.5,33.879,1.4936671312280174,-1.248,18.325499999999998,2.282,-2.763526750753288,
SanMarino,SMR,2021,4.677804985991803,0.951,2.8045,3.3245,7.66,21.647,1.3823592975193184,-2.079,41.657,0.72,-2.5021922102910383,
Sao Tome and Principe,STP,2021,3.296741952703771,8.356,1.949,7.006,9.2,22.543,1.3856241454314828,-1.39,50.255,-12.483,-3.004997890408869,
SaudiArabia,SAU,2021,4.3667308702394685,-2.091,-1.32,-4.524,5.625,31.161,1.5516085597053526,-4.486,4.992,5.921,0.18396779574041736,
Senegal,SEN,2021,3.1601352540856418,1.02,3.36,4.653,9.2,20.189,1.380464506297725,-1.925,50.255,-7.687,-1.2338521597402352,
Serbia,SRB,2021,3.868196984557005,1.85,11.393,10.324,10.909,42.111,1.6244368050275566,2.009,48.924,-6.883,-0.9166905308525745,
Seychelles,SYC,2021,4.233668872471465,1.807,0.773,7.06,3,36.374,1.5501059993475927,3.225,43.861,-16.67,-2.589183157967127,
SierraLeone,SLE,2021,2.7316870544842735,14.803,9.849,32.525,9.2,17.548,1.3072606421450053,-0.147,50.255,-13.51,-2.0980474826036875,
Singapore,SGP,2021,4.8144732103863,0.565,-1.703,-1.559,2.25,18.183,1.1566399984154518,-1.883,28.924500000000002,16.97,-0.12326807988430438,
Sint Maarten (Dutchpart),SXM,2021,3.9193600306310223,2.136,-0.171,1.438,7.3835,25.807,1.4325042988610275,-0.474,43.678,-2.0345,-1.2638065525390085,
Slovak Republic,SVK,2021,4.286550100190472,2.767,2.553,1.723,5.758,41.504,1.6314336218272956,-0.241,41.657,-2.874,-0.6104321766341433,
Slovenia,SVN,2021,4.414840867949607,1.628,4.214,4.397,4.6,44.219,1.6402428573186225,2.028,43.077,5.672,-0.9082703924200584,
Solomon Islands,SLB,2021,3.39681285595314,1.828,3.309,-14.89,4.5,32.349,1.5316321704045124,-1.248,-2.12,-9.635,-2.458590031756498,
Somalia,SOM,2021,3.299373263414817,2.518,1.566,1.749,9.2,6.845,1.4201373545938254,-1.404,50.255,-10.475,-1.9530351168273923,
South Africa,ZAF,2021,3.776552278248443,4.13,-0.486,-2.511,28.7,29.065,1.5480083987382032,-2.266,56.142,-3.017,-0.18128398701150336,
South Sudan,SSD,2021,2.566836835888375,51.187,1.566,1.749,9.2,38.965,1.5868347595126129,1.467,50.255,0.851,-2.022213744726895,
Spain,ESP,2021,4.477020776307064,0.7,1.229,2.561,14.105,39.086,1.6223383854398898,-0.756,81.334,1.972,0.47902665098104236,
Sri Lanka,LKA,2021,3.585740392773407,4.303,-8.546,-2.264,4.8,12.645,1.3186058640550555,-2.179,28.924500000000002,-2.152,-0.7446558796058339,
St.Kitts and Nevis,KNA,2021,4.275396131608585,-0.179,7.113,10.98,7.3835,38.841,1.600537294364469,0.196,43.678,-2.095,-2.703967894744888,
St.Lucia,LCA,2021,4.071996086634827,0.536,-2.761,1.263,7.3835,21.467,1.396548037987132,-0.474,43.678,5.29,-2.3954752224102513,
St.Martin (Frenchpart),MAF,2021,3.9193600306310223,2.136,-0.171,1.438,7.3835,25.807,1.4325042988610275,-0.474,43.678,-2.0345,-1.2638065525390085,
St.Vincent and the Grenadines,VCT,2021,3.8729698851783363,0.906,0.662,6.105,7.3835,29.742,1.5068431363393509,-0.351,72.74,-9.967,-2.7693209413689437,
Sudan,SDN,2021,2.887512652011489,50.994,16.862,7.954,22.1,7.893,1.2736493347236046,-10.708,50.255,-15.109,-1.1710423103959844,
Suriname,SUR,2021,3.7917804453802386,4.392,16.154,-2.874,8.953,25.572,1.5556868140367797,-6.481,43.678,-11.095,-2.2040383475355187,
