Country_Name,Country_code,Year,log_gdp_per_capita,annual_inflation,change_in_volume_of_imports,change_in_volume_of_exports,unemployment_rate,gov_revenue_per_GDP,log_gov_expenditure_per_GDP,gov_lending_minus_borrowing_per_GDP,gov_net_debt_per_GDP,exports_minus_imports_per_GDP,log10_share_world_GDP,
Macao SAR China,MAC,2023,4.683110555919411,1.8,9.39,9.56,1.975,31.2,1.2723522409067942,-3.702,36.1515,-6.749,-0.9921641853231943,
Macedonia FYR,MKD,2023,3.8409255850913526,1.292,9.296,11.608,17.83,28.631,1.5173146856647701,-2.932,49.653,-3.758,-1.5171274894579614,
Madagascar,MDG,2023,2.743810687671603,5.5,22.197,33.863,10.75,11.51,1.2265741302892867,-4.546,64.474,-2.887,-1.4649727574949618,
Malawi,MWI,2023,2.5991305891509295,9.472,6.454,11.776,10.75,24.459,1.5031639757248005,-3.58,64.474,-19.326,-1.7741571027805292,
Malaysia,MYS,2023,4.056082723760924,2.416,8.282,9.732,3.4,19.241,1.3786340638496024,-2.184,36.1515,1.755,-0.08417795983967852,
Maldives,MDV,2023,4.152104188951501,2.743,9.597,54.304,4.244,19.973,1.5522787579698258,-13.067,36.1515,-17.043,-1.9047305252317843,
Mali,MLI,2023,2.996646054996156,1.5,11.524,16.745,10.75,21.57,1.416141031168329,-3.023,29.417,-1.155,-1.3623961936905093,
Malta,MLT,2023,4.506495291110983,1.149,2.6,3.384,4.2,38.374,1.6257650339499998,-2.449,53.383,8.291,-1.4609407554337055,
Marshall Islands,MHL,2023,3.6119143980071065,1.1,6.3004999999999995,28.842,6.978,85.5,1.9198883678925716,2.654,40.101,1.246,-3.332647489695992,
Mauritania,MRT,2023,3.2507931400323935,4.5,2.782,1.85,10.75,18.971,1.2838663484734687,0.761,64.914,-17.268,-1.8075258277145008,
Mauritius,MUS,2023,3.983616365434253,3.169,10.483,21.664,11,21.964,1.4584565404444312,-4.154,64.474,-10.711,-1.5852264694977236,
Mexico,MEX,2023,3.924408521141515,3.262,21.023,13.557,5.8,22.993,1.4214887577606257,0.191,56.78,-0.089,0.34263805193907654,
Micronesia Fed.Sts.,FSM,2023,3.601526567395468,2.538,6.3004999999999995,6.594,6.978,67.762,1.8013282336440057,4.696,40.101,3.452,-3.100284264056898,
Moldova,MDA,2023,3.65584215165356,2.255,-2.918,-17.836,5.5,29.926,1.5343561460138386,-3.427,53.383,-10.595,-1.6177679774505291,
Monaco,MCO,2023,4.334577788850711,1.457,9.3515,9.0035,7.144,40.526,1.6561748918385482,-2.642,53.383,-0.89,-0.7793786460479025,
Mongolia,MNG,2023,3.616930051060348,5.539,9.079,10.626,10.8,30.199,1.5449233820584674,-1.8,36.1515,-13.453,-1.5196813184498967,
Montenegro,MNE,2023,3.9615345179217645,0.728,16.443,25.427,7.144,41.463,1.6664243725187595,-2.642,53.383,-13.642,-1.9306751325291367,
Morocco,MAR,2023,3.5325747655450805,0.8,17.947,33.251,10.5,26.628,1.513790065019759,-3.248,76.277,-5.217,-0.5979077287189496,
Mozambique,MOZ,2023,2.633994340369659,5.642,16.904,34.008,10.75,26.426,1.500935943438638,-2.113,64.474,-68.905,-1.5093485622232072,
Myanmar,MMR,2023,3.158700145399682,6.209,14.822,5.695,4.244,14.717,1.3257413721537963,-4.772,36.1515,-4.428,-0.7709146379230648,
Namibia,NAM,2023,3.644619753909336,3.411,9.944,19.458,10.75,31.782,1.603458337409067,-3.942,66.601,-2.148,-1.6051126618497793,
Nepal,NPL,2023,3.0666315015024974,6,9.39,9.56,4.244,24.972,1.5010866616361955,-5.955,36.1515,-6.952,-1.1290105634251748,
Netherlands,NLD,2023,4.763647331757518,1.489,4,5.5,4.5,41.19,1.6636443974833832,-4.093,49.61,8.961,0.3030706340488605,
New Caledonia,NCL,2023,3.6119143980071065,2.1385,6.3004999999999995,6.594,6.978,35.81,1.6486624478733192,-4.672,40.101,-2.377,-2.777682162350725,
New Zealand,NZL,2023,4.621106456570792,0.577,6.314,6.594,6.978,35.81,1.6486624478733192,-8.317,31.037,-2.377,-0.3658289318425711,
Nicaragua,NIC,2023,3.262078338370723,4.049,5.239,2.474,11.1,26.534,1.470425192639137,-2.055,57.039,-0.225,-1.6334372307702663,
Niger,NER,2023,2.753885504385499,1.7,24.12,38.499,10.75,18.539,1.366945663852573,-3.658,45.186,-19.191,-1.466535347064979,
Nigeria,NGA,2023,3.34409740359441,12.689,0.03,5.146,10.75,7.109,1.082102884327094,-3.395,32.455,-2.015,0.04377076299847506,
Northern Mariana Islands,MNP,2023,3.6119143980071065,2.1385,6.3004999999999995,6.594,6.978,35.81,1.6486624478733192,-4.672,40.101,-2.377,-2.777682162350725,
Norway,NOR,2023,4.883139002573494,3.3,7.014,4.394,4.3,55.762,1.7301117500907413,-0.033,-111.854,4.424,-0.08053734631841042,
Oman,OMN,2023,4.16656420043582,3.4,6.58,0.27,10.75,31.356,1.68287580956799,-14.573,78.39,-12.895,-0.8531581023144391,
Pakistan,PAK,2023,3.624618260237977,8.843,9.39,10.259,5.11,16.127,1.3586390518934643,-0.394,79.148,-2.507,-0.5278537174349428,
Palau,PLW,2023,4.11989893443402,2.1385,-20.023,-37.369,6.978,40.295,1.7211921088437248,-4.672,40.101,-35.379,-3.2630115615545976,
Panama,PAN,2023,4.158061095739476,0.162,15.569,17.091,10.058,17.867,1.4023129787339998,-4.875,45.946,-6.216,-0.8819238422863626,
Papua New Guinea,PNG,2023,3.414239438678446,3.899,6.079,3.992,6.978,14.588,1.299725153975637,-2.802,40.101,18.869,-1.335195486512496,
Paraguay,PRY,2023,3.7165892457903373,3.158,17.644,17.101,6.138,18.736,1.3729120029701065,-3.215,32.934,0.011,-1.0916545253220373,
Peru,PER,2023,3.7944476128669566,1.872,8.556,7.52,8.77,20.219,1.3896621375103,-2.562,24.127,-0.275,-0.3569886798111182,
Philippines,PHL,2023,3.5565280340522287,3.026,29.618,18.157,7.4,17.54,1.3952739599869801,-4.893,36.1515,-1.509,-0.06071960380309917,
Poland,POL,2023,4.223748448851042,2.267,8.441,6.75,5.122,39.981,1.646570353535728,-2.61,53.678,1.765,0.1389845041865109,
Portugal,PRT,2023,4.39962094543901,1.061,14.29,13.308,7.677,44.572,1.6747050237554393,-0.049,123.582,-3.537,-0.2748671626275168,
PuertoRico,PRI,2023,4.494246871791681,0.562,10.259,12.248,11.5,21.003,1.3654879848908996,0.002,57.039,-4.098,-0.7415608758042568,
Qatar,QAT,2023,4.743644735647905,1.812,0.991,3.02,10.75,33.368,1.477642095655848,5.344,64.474,2.569,-0.49739568184348465,
Romania,ROM,2023,4.334577788850711,1.457,9.3515,9.0035,7.144,40.526,1.6561748918385482,-2.642,53.383,-0.89,-0.7793786460479025,
Russian Federation,RUS,2023,4.033120850114725,3.249,4.336,1.541,5.2,32.61,1.5463452120167152,-2.135,53.383,1.826,0.5042167871256823,
Rwanda,RWA,2023,2.9136273835074964,1,8.132,11.645,10.75,20.657,1.4425895047075803,-5.264,64.474,-10.511,-1.6324775393140603,
Samoa,WSM,2023,3.6077733891148296,2.5,6.3004999999999995,6.594,6.978,25.513,1.5484876914787928,-4.672,40.101,-6.997,-2.777682162350725,
SanMarino,SMR,2023,4.650077490177417,0.771,9.3515,9.0035,8.413,19.246,1.4032578257871111,-5.442,53.383,-1.222,-2.528672470452592,
Sao Tome and Principe,STP,2023,3.3289867832832964,8,9.136,50.124,10.75,22.444,1.4195757810621397,-3.383,64.474,-11.707,-2.9829515796835384,
SaudiArabia,SAU,2023,4.316848117367542,3.701,16.064,11.214,10.75,31.057,1.5684598764779862,-5.344,21.489,-1.594,0.1747859621743466,
Senegal,SEN,2023,3.212035707994335,1.998,27.948,26.272,10.75,20.403,1.395989998100647,-2.573,64.474,-9.936,-1.1899415364602062,
Serbia,SRB,2023,3.926549253280734,1.942,11.167,8.344,13.033,41.083,1.6297968252555062,0.368,53.383,-6.471,-0.9036744311331713,
Seychelles,SYC,2023,4.1020239171397685,2.941,26.388,29.868,3,37.753,1.641424530678496,-2.301,76.917,-25.655,-2.527864480485758,
SierraLeone,SLE,2023,2.6729950884304703,15.5,5.921,18.652,10.75,17.613,1.3341721727246059,-0.795,64.474,-13.283,-2.130894240319174,
Singapore,SGP,2023,4.793182156170316,0.339,4.575,5.571,2.6,17.314,1.2081725266671217,-3.702,36.1515,14.536,-0.13772421327103374,
Sint Maarten (Dutchpart),SXM,2023,3.8887471327828336,2.0869999999999997,10.259,12.248,10.11,25.991,1.469939774786342,-2.057,57.039,-4.098,-1.2730107454918085,
Slovak Republic,SVK,2023,4.334577788850711,1.457,10.94,9.717,7.144,42.554,1.673444851864035,-3.535,53.383,-4.147,-0.6035467561814385,
Slovenia,SVN,2023,4.45839926141901,1.777,10.01,7.514,6,42.977,1.6607421891462222,-1.484,50.703,3.912,-0.9100368905041762,
Solomon Islands,SLB,2023,3.398164046827825,2.984,19.235,24.551,6.978,32.035,1.5677907105335362,-4.672,9.769,-16.376,-2.451111728083294,
Somalia,SOM,2023,3.3267617522814614,3.411,7.6095,11.7105,10.75,10.697,1.4195757810621397,-3.0235000000000003,64.474,-12.914,-1.9602303760908528,
South Africa,ZAF,2023,3.718982219301529,3.878,10.98,9.55,36.495,26.885,1.580069222725036,-6.093,80.025,-1.785,-0.17580515850970324,
South Sudan,SSD,2023,2.508718208999562,33.055,7.6095,11.7105,10.75,32.221,1.5018668192802735,1.555,64.474,-9.224,-2.010918923242424,
Spain,ESP,2023,4.493850760018104,0.79,10.58,10.072,16.791,40.526,1.6815849178181947,-5.088,106.395,0.927,0.47872084175815444,
Sri Lanka,LKA,2023,3.594116193712011,4.65,24.102,33.077,7,10.738,1.2748733833703731,-1.455,36.1515,-3.239,-0.7361068927488144,
St.Kitts and Nevis,KNA,2023,4.217236984177991,1.131,11.442,16.429,10.11,28.918,1.5492608179594025,-4.727,57.039,-19.993,-2.6920128839031303,
St.Lucia,LCA,2023,4.0267615870113875,2.072,22.528,57.369,10.11,21.403,1.4338018249736006,-2.407,57.039,-9.257,-2.386879287800372,
St.Martin (Frenchpart),MAF,2023,3.8887471327828336,2.0869999999999997,10.259,12.248,10.11,25.991,1.469939774786342,-2.057,57.039,-4.098,-1.2730107454918085,
St.Vincent and the Grenadines,VCT,2023,3.8692780811266894,1.628,10.259,21.4,10.11,30.592,1.5671675771770182,-4.019,87.483,-16.94,-2.7752972333375108,
Sudan,SDN,2023,2.8535686340095583,129.744,-0.568,7.813,22,12.84,1.2327420627207368,-4.214,64.474,-10.704,-1.2211405784604694,
Suriname,SUR,2023,3.692073662818395,51.012,16.597,19.266,10.967,26.782,1.5551549310631887,-1.362,57.039,-6.161,-2.2073655729181922,
Swaziland,SWZ,2023,3.567874119020777,4.223,0.301,13.681,10.75,26.379,1.5154631883732685,-3.46,44.758,5.683,-2.0483282363259154,
Sweden,SWE,2023,4.760872604410416,1.428,4.041,3.576,9.275,47.141,1.6911522471706817,-1.904,10.724,4.169,0.0984179959293467,
Switzerland,CHE,2023,4.955965648327436,0.014,5.15,4.749,3.55,32.623,1.5320278247978756,-1.217,27.678,8.974,0.2010527456657626,
Syrian Arab Republic,SYR,2023,3.3267617522814614,3.411,7.6095,11.7105,10.75,21.336,1.4195757810621397,-3.0235000000000003,64.474,-5.3505,-1.4322263839229203,
Tajikistan,TJK,2023,2.930071920016815,7,4.977,8.649,4.244,25.555,1.4770923007890604,-3.462,36.1515,-4.546,-1.7740147966850273,
Tanzania,TZA,2023,3.0538962987966283,3.66,9.142,3.696,10.75,15.039,1.250907699700856,-0.615,64.474,-4.386,-0.8354555138880831,
Thailand,THA,2023,3.8850523539930455,1.812,7.561,11.208,1,21.024,1.414053675030946,-4.349,36.1515,4.607,0.04274283119733947,
Timor-Leste,TMP,2023,3.3267617522814614,3.411,7.6095,11.7105,10.75,21.336,1.4195757810621397,-3.0235000000000003,64.474,-5.3505,-1.4322263839229203,
Togo,TGO,2023,2.880094125006976,1.545,4.88,10.784,10.75,23.683,1.4344251798749517,-1.2,64.474,-4.393,-1.8573036655303408,
Tonga,TON,2023,3.6945376367591893,0.797,6.3004999999999995,6.594,6.978,43.415,1.6800543550144709,-4.12,40.101,-17.505,-2.9852596160204636,
Trinidad and Tobago,TTO,2023,4.2206822328654425,0.997,2.273,20.224,10.11,25.443,1.515290862441523,-4.168,14.497,1.461,-1.329142683004604,
Tunisia,TUN,2023,3.5289269793153446,5.262,17.377,14.805,10.75,26.632,1.50149744561414,-1.726,64.474,-8.666,-1.1163198729978843,
Turkey,TUR,2023,3.8841635638691,11.933,6.029,26.49,12.449,28.547,1.5619953005654892,-4.403,39.86,-0.89,0.172758290828745,
Turkmenistan,TKM,2023,3.948129701680749,6,11.497,3.176,4.244,12.455,1.1197506238845842,-3.702,36.1515,1.848,-0.9213672401142067,
Turks and Caicos Islands,TCA,2023,3.8887471327828336,2.0869999999999997,10.259,12.248,10.11,25.991,1.469939774786342,-2.057,57.039,-4.098,-1.2730107454918085,
Tuvalu,TUV,2023,3.6330764036528524,2.25,6.3004999999999995,6.594,6.978,101.182,2.047270972348938,-11.176,40.101,-10.998,-4.011492141271021,
Uganda,UGA,2023,2.9873431046923975,4.765,3.24,9.727,10.75,13.71,1.3150462249223451,-4.351,64.474,-5.936,-1.047793390837254,
Ukraine,UKR,2023,3.5580686546814833,5.982,12.394,5.48,9.618,40.64,1.6617180576946593,-1.663,53.383,-3.015,-0.4878830845751082,
United Arab Emirates,ARE,2023,4.514364167999758,1.5,10.578,12.72,10.75,27.96,1.5186586805830777,-4.37,64.474,7.488,-0.12501312230703035,
United Kingdom,GBR,2023,4.625682164252536,1.212,12.745,5.708,7.4,36.36,1.6585265174595425,-8.093,101.607,-3.769,0.7583949348832878,
United States,USA,2023,4.820491374171358,2.765,6.998,7.159,7.251,28.772,1.5733938349225207,-6.881,107.344,-2.112,1.6428682323449597,
Uruguay,URY,2023,4.212117258987352,8.243,15.977,5.158,8.957,30.447,1.5373782828302056,-1.153,59.329,-3.273,-0.9295676798111987,
Uzbekistan,UZB,2023,3.263830096887553,10.742,9.776,5.066,4.244,24.565,1.4353665066126613,-2.548,36.1515,-7.434,-0.8503219759817325,
Vanuatu,VUT,2023,3.4722560644854,2.387,6.3004999999999995,6.594,6.978,33.105,1.5868572484172552,-4.731,40.101,-1.561,-2.7258923771596497,
Venezuela RB,VEN,2023,3.2002730606299092,6500.00,-5.322,-20.893,10.11,25.991,1.469939774786342,-2.057,57.039,-4.053,-1.2730107454918085,
Vietnam,VNM,2023,3.5750596167241855,3.979,13.957,14.725,2.7,17.803,1.3612555200581489,-3.697,36.1515,1.676,-0.0890105228820651,
West Bank and Gaza,WBG,2023,3.4856831046895436,0.345,14.234,12.951,28.224,23.471,1.5065997280419636,-3.0235000000000003,64.474,-13.721,-1.4877456744594562,
Yemen Rep.,YEM,2023,2.757819487176263,31,14.48,60.279,10.75,5.179,1.0500315623684016,-5.678,78.851,-8.299,-1.4939974682256854,
Zambia,ZMB,2023,3.002407989295258,13.3,3.633,-2.686,10.75,18.9,1.3790515761843674,3.366,99.018,0.038,-1.4027441531137204,
Zimbabwe,ZWE,2023,2.71281800020785,3.7,7.6095,11.7105,10.75,14.51,1.1854854917344693,0.293,64.474,-2.005,-1.7937103270304147,
Taiwan,TWN,2023,4.46073957444417,1,2.7,2.809,3.8,15.123,1.2618811493836675,-3.702,33.729,9.752,0.14418242108874252,
Afghanistan,AFG,2024,2.7185124838158363,4.292,-0.122,32.973,9.6935,26.921,1.449231483122493,-1.152,66.4215,7.924,-1.3941840126579004,
Albania,ALB,2024,3.7518777711445104,2.35,11.071,14.034,11.3,27.078,1.4722589923890326,-0.465,70.132,-8.085,-1.4836417326996671,
Algeria,DZA,2024,3.545561926780286,4.5,0.766,-0.205,14.705,27.701,1.566979285614605,-9.14,71.936,-14.053,-0.5303522643067307,
American Samoa,ASM,2024,3.634095205147792,2.088,8.836,8.163,5.402,35.93,1.6149920758264258,-2.054,45.131,-2.641,-2.782282964877868,
Andorra,ADO,2024,4.36749122088978,1.812,5.6785,6.202999999999999,6.607,41.143,1.644389346939082,-1.113,50.251,-1.024,-0.7832460767483673,
Angola,AGO,2024,3.342045470481998,14.011,-2.499,0.873,9.6935,20.25,1.284881714655453,6.641,66.4215,0.865,-0.8290137703980105,
Antigua and Barbuda,ATG,2024,4.214019230223219,1.409,30.892,64.309,9.096,23.296,1.397731497273984,1.533,56.026,-17.786,-2.4744350194274185,
Argentina,ARG,2024,3.9794299973927276,2.449,5.43,4.771,9.69,26.206,1.4515408285719487,-0.594,56.026,1.093,-0.08332762051862348,
Armenia,ARM,2024,3.6765829647267383,2.717,8.281,9.702,21.005,24.911,1.4324401229427899,0.684,50.251,-6.673,-1.5487727823897026,
Aruba,ABW,2024,4.384130025731663,2.381,6.496,5.775,10.376,27.21,1.5045388218845746,1.255,56.026,-11.926,-2.2880931325550606,
Australia,AUS,2024,4.7688182923720275,1.518,12.556,8.719,6.655,34.486,1.609658428263034,-5.284,53.372,-1.367,0.4669282970128491,
Austria,AUT,2024,4.761627034182581,1.812,4.699,3.599,5,48.729,1.707748966430295,-1.513,60.938,2.27,-0.008280626375768992,
Azerbaijan,AZE,2024,3.660344581311096,3.2,0.028,0.68,5.69,35.548,1.6094449947606533,-4.359,50.251,-2.752,-1.0417537194920707,
Bahamas The,BHS,2024,4.526392914616181,2.423,17.587,39.918,18.02,18.389,1.3748765997024033,-1.962,78.9645,-12.252,-1.5933426206565202,
Bahrain,BHR,2024,4.387080904638956,2.3,9.201,4.006,3.831,21.427,1.4743182675787734,-3.405,66.4215,-4.701,-1.1332029183530856,
Bangladesh,BGD,2024,3.3361253785456357,5.493,1.991,15.118,4.054,9.796,1.183155915434013,-3.043,36.426500000000004,-1.363,-0.10949847520718066,
Barbados,BRB,2024,4.267928618892219,2.34,7.133,14.355,11.822,30.861,1.4840577060839553,5,116.165,-4.353,-1.9911195808343156,
Belarus,BLR,2024,3.835400733808474,4.97,2.022,2.568,0.805,36.741,1.5863734801469924,-0.073,50.251,-2.05,-0.926499370558834,
Belgium,BEL,2024,4.718555494869471,1.389,5.522,5.181,6.612,50.111,1.7445824163102654,-4.259,105.793,-1.477,0.05453104576202197,
Belize,BLZ,2024,3.6192551169417286,1.883,8.203,12.431,18.556,30.898,1.5634573528070717,-1.702,56.026,-9.117,-2.465728747504489,
Benin,BEN,2024,3.1751231517827736,2,19.522,21.277,9.6935,14.214,1.230244499401375,-0.523,66.4215,-4.879,-1.3973634661983416,
Bermuda,BMU,2024,4.684019507133965,2.097,7.723,8.05,6.935,30.03,1.5625188767366318,-4.876,78.9645,-2.41,0.5603936881154147,
Bhutan,BTN,2024,3.5658548995040857,3.849,5.57,14.231,4.054,25.446,1.4774106879072515,-3.257,36.426500000000004,-12.371,-2.228251523599414,
Bolivia,BOL,2024,3.587743507830566,3.555,9,3.949,4,27.238,1.5201689975237818,-4.289,61.881,-4.062,-1.0249077600632663,
Bosnia and Herzegovina,BIH,2024,3.842834440275447,1.173,5.277,6.504,16.8,42.514,1.6574000908721438,-2.082,31.835,-4.689,-1.3595906409013239,
Botswana,BWA,2024,3.8891784014098185,3.45,6.156,5.878,9.6935,26.966,1.520981081419298,-10.641,23.964,-1.452,-1.4060795911824817,
Brazil,BRA,2024,3.8632687186665646,3.082,3.502,5.142,13.284,30.714,1.5598946608360014,-2.029,76.89,-0.044,0.4930113770453475,
Brunei Darussalam,BRN,2024,4.445826119301748,0.347,7.192,16.119,6.822,22.639,1.538561167233788,-11.92,36.426500000000004,3.334,-1.6167644190616715,
Bulgaria,BGR,2024,4.089059356179389,2.062,5.667,5.902,4.3,36.419,1.56365903847287,-0.03,9.917,2.185,-0.784165316126172,
Burkina Faso,BFA,2024,2.9542593983407834,2.5,6.229,2.419,9.6935,21.487,1.4063187189482005,-2.297,66.4215,-3.912,-1.3899311271549804,
Burundi,BDI,2024,2.431264025826081,3.129,-3.173,7.669,9.6935,22.416,1.441396602854368,-2.627,66.4215,-17.962,-2.1907722171208226,
Cambodia,KHM,2024,3.2560222219724215,2.782,11.36,17.467,4.054,20.951,1.3829351179235785,-2.848,36.426500000000004,-12.889,-1.1905962350226884,
Cameroon,CMR,2024,3.2386682297543934,2.05,2.055,12.345,9.6935,14.584,1.2352758766870524,-1.702,43.703,-3.174,-1.0196771995172391,
Canada,CAN,2024,4.684019507133965,1.62,7.723,8.05,6.935,38.409,1.6414146140341246,-5.041,48.425,-2.41,0.5603936881154147,
Cape Verde,CPV,2024,3.589417851311015,1.4,6.51,18.214,8.5,28.564,1.5425017632147446,-3.565,127.542,-7.306,-2.349665433544491,
Cayman Islands,CYM,2024,3.927334940413316,2.449,6.496,5.775,9.096,26.206,1.4515408285719487,-0.594,56.026,-3.568,-1.274328936444835,
Central African Republic,CAF,2024,2.743701783911552,2.459,4.723,5.676,9.6935,18.361,1.270562387697326,-0.026,66.4215,-5.21,-2.2500232571987726,
Chad,TCD,2024,2.87463602574183,3.059,3.136,9.718,9.6935,17.494,1.2230544131791052,1.606,66.4215,-6.537,-1.5838985138293311,
Chile,CHL,2024,4.184196109524325,3,1.524,4.424,9.096,23.912,1.4426835417664614,-3.49,21.806,-1.84,-0.218365261129466,
China,CHN,2024,4.104037219694907,2.6,4.791,3.873,3.6,24.971,1.5547919097420488,-9.907,36.426500000000004,0.637,1.5676043414388638,
Colombia,COL,2024,3.7568946304515087,2.517,5.04,4.79,14.614,27.438,1.4856220667055735,0.033,61.081,-3.793,-0.23726308194970816,
Comoros,COM,2024,3.1720655680897507,1.95,1.309,11.137,9.6935,17.812,1.3047058982127655,-1.85,66.4215,-1.242,-2.5587881192343493,
Congo Dem.Rep.,ZAR,2024,3.342045470481998,3.45,5.311999999999999,8.5165,9.6935,21.496,1.3980268588836866,-1.7854999999999999,66.4215,-4.6105,-1.4241753539002269,
Congo Rep.,COG,2024,3.369987251008868,2.791,6.372,5.273,9.6935,24.816,1.321908973547509,4.795,66.4215,-1.978,-1.6515082710246127,
Costa Rica,CRI,2024,4.093972609379031,1.401,7.181,8.58,15.5,14.68,1.316033282125661,-0.352,56.026,-3.343,-0.8970971530033511,
Cote d'Ivoire,CIV,2024,3.4364822846642795,1.6,4.956,9.275,9.6935,14.53,1.2437323645526488,-1.39,66.4215,-2.561,-0.8001787856192334,
Croatia,HRV,2024,4.250242832583701,1.112,20.988,24.41,9.599,50.295,1.7228148408792336,-0.33,50.251,-2.184,-0.8547436839117599,
Cuba,CUB,2024,3.927334940413316,2.449,6.496,5.775,9.096,26.206,1.4515408285719487,-0.594,56.026,-3.568,-1.274328936444835,
Curacao,CUW,2024,3.927334940413316,2.449,6.496,5.775,9.096,26.206,1.4515408285719487,-0.594,56.026,-3.568,-1.274328936444835,
Cyprus,CYP,2024,4.493428632298755,1,6.331,6.785,6.447,45.237,1.6584216349864829,1.909,50.251,-7.134,-1.2647418761774762,
Czech Republic,CZE,2024,4.4437738241236175,2.2,4.003,5,3.2,41.357,1.6489549283418132,-2.549,30.895,-0.43,-0.23545927537439187,
Denmark,DNK,2024,4.823121107265723,1.2,2.4,3.2,5.7,49.99,1.711857823509365,-1.616,18.023,6.96,-0.1322973699694683,
Djibouti,DJI,2024,3.5396117329239694,2.1,4.129,5.114,9.6935,18.679,1.3284611534308848,-1.812,40.531,-1.129,-2.080846150288892,
Dominica,DMA,2024,3.931430408577169,2,5.77,29.09,9.096,32.922,1.4804525132809891,4.642,56.026,-21.093,-2.9402058876219246,
Dominican Republic,DOM,2024,3.927334940413316,4,3.733,13.319,5.5,14.471,1.2159810567918627,1.399,55.465,-2.985,-0.7433209218861017,
Ecuador,ECU,2024,3.7565821032976334,2.322,1.157,2.818,5.514,34.601,1.531644939077263,2.354,56.026,0.314,-0.7194789203192103,
Egypt Arab Rep.,EGY,2024,3.5689054149828787,7.885,13.554,29.912,9.687,20.214,1.4043375853109272,2.07,80.831,-2.913,-0.10875171825870557,
El Salvador,SLV,2024,3.622747493891212,1.399,5.017,5.775,8.2,21.773,1.4631760354893577,-2.069,56.026,-4.434,-1.2870226646324492,
Equatorial Guinea,GNQ,2024,3.8898689967491347,2.156,-9.066,-8.625,9.6935,15.52,1.2137036536801793,0.9,38.137,-5.189,-1.6724823576429866,
Eritrea,ERI,2024,2.816542880736191,1.929,3.799,5.138,9.6935,34.117,1.5490400650834686,0.127,66.4215,10.502,-2.330794488233055,
Estonia,EST,2024,4.450946191841072,2.2,6.716,4.841,5,38.266,1.6306210778321804,-4.459,17.137,1,-1.138767822446675,
Ethiopia,ETH,2024,2.967605067214894,7.977,7.161,15.586,9.6935,13.965,1.201315174233992,-1.081,54.539,-3.429,-0.71064949866553,
Fiji,FJI,2024,3.7270139279771297,2,8.836,8.163,4.515,20,1.390935107103379,0.165,78.732,-6.9,-2.013470080908996,
Finland,FIN,2024,4.758769323563288,1.5,2,2,7.74,53.239,1.7467509290772152,-2.578,35.844,-0.285,-0.22580361623525455,
France,FRA,2024,4.670557727828279,0.976,4.729,5.416,9.464,51.969,1.7580181729485465,-4.238,111.233,-1.502,0.759355514236897,
French Polynesia,PYF,2024,3.634095205147792,2.088,8.836,8.163,5.402,35.93,1.6149920758264258,-2.054,45.131,-2.641,-2.782282964877868,
Gabon,GAB,2024,3.9178267791130788,2.5,2.45,5.165,9.6935,17.06,1.2742040483469534,1.15,66.4215,-3.595,-1.4430580200902734,
Gambia The,GMB,2024,2.925271858080747,5.492,12.259,35.138,9.6935,21.796,1.380211241711606,0.334,66.4215,-10.311,-2.3379811724225,
Georgia,GEO,2024,3.7113203777812123,3.009,19.62,18.392,6.607,25.568,1.4580936960466042,-1.523,50.251,-8.409,-1.405251978411392,
Germany,DEU,2024,4.739379044349385,1.32,4.716,5.394,3.749,46.527,1.6618978329705119,1.022,51.218,7.088,0.9291130990230715,
Ghana,GHA,2024,3.3790624624403534,8.027,6.313,-0.832,9.6935,13.615,1.3360392453710435,-2.067,71.122,-3.267,-0.8120891481227367,
Greece,GRC,2024,4.34523822522883,0.877,8.991,12.899,16.562,48.658,1.7001843296221977,1.445,50.251,-3.353,-0.3430702308537002,
Greenland,GRL,2024,4.684019507133965,2.097,7.723,8.05,6.935,30.03,1.5625188767366318,-4.876,78.9645,-2.41,0.5603936881154147,
Grenada,GRD,2024,4.036911015288732,1.7,16.181,43.387,9.096,26.206,1.377178712990244,4.7,56.026,-18.407,-2.62587184548344,
Guam,GUM,2024,3.634095205147792,2.088,8.836,8.163,5.402,35.93,1.6149920758264258,-2.054,45.131,-2.641,-2.782282964877868,
Guatemala,GTM,2024,3.6546317827743637,3.61,4.5,2.1,9.096,11.31,1.154606539283623,-0.881,56.026,1.352,-0.7820448095868626,
Guinea,GIN,2024,3.053262883385075,7.9,2.355,8.348,9.6935,15.639,1.2551518509889301,-1.38,66.4215,-13.145,-1.4799036237837868,
Guinea-Bissau,GNB,2024,2.948618326769581,2,4.221,0.435,9.6935,16.773,1.3184390042001923,-1.577,66.4215,-4.456,-2.4639642169637432,
Guyana,GUY,2024,4.122805462847444,2.717,18.454,46.108,9.096,15.522,1.2354779446129514,-1.266,27.658,-14.22,-1.6217371908452016,
Haiti,HTI,2024,2.8528342382996392,20.32,1.628,3.149,9.096,16.594,1.2706555489529852,-1.67,56.026,-0.527,-1.8092623432806207,
Honduras,HND,2024,3.4297764964916517,4.098,4.079,4.382,4.805,27.384,1.4474681309497557,0.293,56.026,-3.151,-1.2619957134356494,
Hong Kong SARChina,HKG,2024,4.7062871139277584,2.5,4.781,4.252,4.033,21.753,1.3347552398696705,-1.116,36.426500000000004,4.383,-0.12559658776386515,
Hungary,HUN,2024,4.279488080081387,3.042,5.69,6.517,3.9,46.085,1.685006846094914,-0.565,66.207,-0.6,-0.43804618844172916,
